OrderID,CustomerID,OrderDate,Amount,Status,ShippingMethod
292,9397,2020-12-27,314.93,Pending,Express
293,538,2020-04-05,439.15,Delivered,Express
294,3869,2020-10-18,476.96,Pending,Standard
295,4577,2023-04-15,185.36,Cancelled,Standard
296,4526,2020-01-27,254.18,Shipped,Overnight
297,3584,2022-03-31,151.05,Shipped,Express
298,7899,2020-10-31,217.56,Shipped,Overnight
299,1351,2021-12-23,402.03,Shipped,Express
300,9137,2022-05-19,223.99,Delivered,Overnight
301,3857,2022-02-07,207.99,Delivered,Standard
302,2626,2022-09-12,428.05,Cancelled,Overnight
303,4308,2022-07-30,20.61,Cancelled,Express
304,9043,2020-07-23,429.05,Cancelled,Express
305,2926,2022-05-16,107.08,Pending,Overnight
306,9188,2022-10-11,151.77,Shipped,Standard
307,6715,2021-07-31,193.57,Shipped,Overnight
308,7198,2021-10-23,442.71,Cancelled,Overnight
309,6007,2021-11-09,456.17,Cancelled,Express
310,8542,2020-08-07,337.37,Delivered,Express
311,1538,2020-10-26,230.93,Shipped,Standard
312,2729,2020-09-14,267.74,Shipped,Overnight
313,7382,2021-12-15,298.59,Shipped,Standard
314,4347,2020-08-27,477.92,Delivered,Overnight
315,2367,2023-06-06,485.2,Cancelled,Standard
316,7029,2023-03-25,426.72,Delivered,Overnight
317,6869,2020-08-05,300.19,Cancelled,Standard
318,3876,2021-04-09,207.55,Cancelled,Overnight
319,6042,2020-07-13,130.53,Cancelled,Express
320,3602,2020-09-26,276.54,Cancelled,Overnight
321,4175,2021-07-16,185.9,Shipped,Overnight
322,924,2020-12-21,54.92,Delivered,Express
323,619,2021-06-23,248.59,Shipped,Overnight
324,4401,2021-04-20,294.12,Pending,Standard
325,6343,2021-07-18,313.43,Shipped,Overnight
326,3304,2020-11-03,55.43,Cancelled,Standard
327,9240,2021-09-19,251.89,Cancelled,Express
328,9891,2021-02-12,334.84,Cancelled,Standard
329,5581,2021-06-04,481.31,Shipped,Express
330,7601,2021-04-29,32.02,Cancelled,Standard
331,8123,2023-07-05,344.62,Pending,Express
332,83,2021-11-24,49.92,Shipped,Overnight
333,93,2022-07-18,96.24,Shipped,Standard
334,6761,2023-04-08,103.19,Pending,Express
335,7376,2021-10-12,177.86,Shipped,Overnight
336,7838,2022-03-07,419.02,Cancelled,Overnight
337,6725,2020-04-20,430.99,Cancelled,Express
338,3049,2021-08-26,199.98,Pending,Express
339,1468,2020-08-07,227.03,Pending,Standard
340,5490,2022-10-25,124.17,Shipped,Express
341,2699,2023-08-11,227.61,Shipped,Overnight
342,8984,2021-10-30,151.92,Shipped,Express
343,476,2022-06-13,103.94,Cancelled,Standard
344,8696,2021-05-27,96.06,Pending,Standard
345,231,2023-05-20,392.31,Cancelled,Standard
346,7022,2020-04-28,76.13,Pending,Standard
347,9779,2021-01-19,315.7,Delivered,Standard
348,9967,2020-09-16,100.39,Pending,Standard
349,6834,2023-11-23,422.16,Delivered,Express
350,2257,2023-04-13,151.74,Pending,Standard
351,3971,2023-12-08,41.55,Cancelled,Express
352,4839,2020-05-13,237.0,Shipped,Express
353,384,2020-04-11,499.9,Shipped,Overnight
354,761,2021-01-19,410.31,Shipped,Express
355,5244,2021-03-30,293.73,Delivered,Express
356,3953,2022-12-21,110.93,Shipped,Express
357,943,2022-08-17,76.4,Cancelled,Standard
358,2696,2022-06-19,422.5,Cancelled,Express
359,1297,2021-07-19,398.1,Pending,Overnight
360,2148,2020-01-07,241.85,Shipped,Express
361,6875,2022-05-17,222.28,Cancelled,Standard
362,9832,2021-05-29,379.36,Shipped,Express
363,4397,2020-11-27,277.3,Pending,Standard
364,609,2023-11-03,214.0,Delivered,Standard
365,882,2021-03-20,140.83,Cancelled,Standard
366,7317,2020-11-30,78.83,Cancelled,Express
367,4892,2021-10-22,305.5,Shipped,Express
368,6481,2020-10-14,416.5,Delivered,Express
369,7506,2022-11-01,378.17,Cancelled,Overnight
370,1995,2022-09-23,354.23,Delivered,Overnight
371,1324,2023-02-01,465.85,Shipped,Standard
372,7769,2023-07-10,209.37,Pending,Overnight
373,1012,2023-12-29,85.86,Cancelled,Express
374,6904,2020-06-21,68.94,Delivered,Express
375,689,2020-11-16,478.41,Pending,Express
376,4069,2022-12-04,302.7,Delivered,Overnight
377,9435,2020-07-29,409.18,Shipped,Standard
378,3448,2022-06-25,277.07,Pending,Overnight
379,7898,2022-01-06,211.28,Cancelled,Standard
380,7256,2021-02-20,116.13,Cancelled,Express
381,8076,2020-09-20,431.08,Pending,Standard
382,8633,2020-10-27,50.49,Delivered,Overnight
383,9417,2023-06-03,452.11,Pending,Overnight
384,2463,2020-04-13,118.41,Shipped,Overnight
385,5124,2022-09-13,24.57,Cancelled,Express
386,4179,2020-08-08,69.87,Pending,Express
387,6150,2020-11-29,444.08,Cancelled,Overnight
388,1753,2021-02-21,55.38,Pending,Express
389,4630,2023-08-17,190.52,Delivered,Overnight
390,5917,2021-09-26,140.15,Cancelled,Standard
391,4547,2022-08-18,37.69,Pending,Standard
392,3360,2021-03-11,275.1,Pending,Express
393,5014,2021-01-28,499.2,Shipped,Express
394,7605,2022-01-03,429.44,Cancelled,Express
395,4015,2020-02-12,101.07,Pending,Express
396,900,2020-07-28,444.47,Shipped,Standard
397,1190,2022-08-23,236.86,Pending,Overnight
398,653,2020-01-11,151.16,Cancelled,Overnight
399,7997,2020-08-03,327.35,Pending,Express
400,983,2023-04-02,124.01,Cancelled,Overnight
401,576,2020-08-12,442.23,Cancelled,Express
402,8525,2023-06-23,319.61,Shipped,Overnight
403,4308,2021-10-19,85.29,Pending,Express
404,8481,2022-02-11,293.91,Cancelled,Express
405,6754,2020-01-16,264.98,Pending,Overnight
406,7741,2023-05-02,246.3,Delivered,Express
407,1056,2022-10-29,195.19,Delivered,Overnight
408,6027,2021-05-28,247.62,Pending,Standard
409,4370,2020-10-19,301.29,Shipped,Express
410,1325,2023-01-12,372.11,Delivered,Express
411,3596,2023-05-17,460.58,Cancelled,Standard
412,3828,2020-02-27,41.3,Pending,Express
413,2324,2022-09-11,293.29,Cancelled,Standard
414,1883,2022-04-30,380.95,Cancelled,Overnight
415,1154,2021-10-09,75.47,Delivered,Standard
416,3371,2023-09-16,457.52,Cancelled,Overnight
417,8289,2021-04-05,137.6,Pending,Standard
418,277,2022-08-26,420.0,Shipped,Standard
419,5405,2023-09-10,337.76,Delivered,Standard
420,5293,2023-05-18,288.58,Delivered,Express
421,8524,2023-02-22,437.24,Pending,Express
422,4199,2021-11-22,485.23,Shipped,Express
423,3697,2020-10-16,498.62,Shipped,Express
424,3203,2023-05-22,347.97,Cancelled,Overnight
425,2087,2023-12-26,182.78,Shipped,Standard
426,307,2023-01-25,439.86,Pending,Overnight
427,884,2022-07-08,334.09,Shipped,Standard
428,6664,2020-09-05,175.2,Shipped,Standard
429,6190,2022-01-02,467.54,Cancelled,Overnight
430,4290,2021-06-08,378.87,Cancelled,Standard
431,3590,2023-01-19,237.36,Pending,Express
432,3642,2021-12-05,238.16,Shipped,Express
433,7337,2022-02-10,498.05,Shipped,Overnight
434,5109,2021-07-29,199.38,Delivered,Overnight
435,2163,2022-04-21,65.16,Shipped,Overnight
436,6710,2022-01-13,278.51,Delivered,Express
437,5168,2020-06-15,444.73,Cancelled,Standard
438,3142,2023-06-28,300.57,Cancelled,Overnight
439,6132,2023-04-24,400.68,Cancelled,Standard
440,4604,2020-09-05,46.34,Delivered,Standard
441,155,2020-12-05,343.23,Delivered,Overnight
442,3631,2023-03-07,58.01,Delivered,Overnight
443,8653,2020-04-18,287.05,Shipped,Express
444,1397,2022-04-09,258.93,Cancelled,Overnight
445,8983,2021-02-20,473.89,Delivered,Express
446,6798,2021-03-01,83.58,Cancelled,Express
447,6595,2022-12-03,24.56,Delivered,Standard
448,3710,2020-12-07,85.93,Delivered,Express
449,1868,2022-09-29,101.94,Cancelled,Standard
450,9881,2020-07-19,140.44,Shipped,Express
451,577,2021-01-12,411.24,Pending,Overnight
452,7264,2023-02-01,200.9,Delivered,Standard
453,3765,2021-04-02,423.56,Cancelled,Overnight
454,8554,2022-09-17,150.53,Cancelled,Standard
455,457,2023-12-09,433.06,Delivered,Express
456,3562,2022-06-19,23.88,Cancelled,Standard
457,3111,2021-09-23,468.58,Pending,Overnight
458,3530,2023-11-26,378.1,Shipped,Standard
459,4908,2023-11-14,218.11,Delivered,Overnight
460,4969,2023-10-17,297.12,Cancelled,Standard
461,8542,2023-12-28,467.85,Cancelled,Express
462,4548,2023-11-07,299.63,Cancelled,Standard
463,4084,2022-11-17,129.71,Shipped,Overnight
464,109,2023-02-04,294.98,Cancelled,Express
465,7752,2021-06-23,438.29,Delivered,Standard
466,1232,2023-04-24,493.98,Shipped,Express
467,577,2020-07-13,300.36,Shipped,Overnight
468,241,2023-03-15,94.71,Delivered,Express
469,7567,2022-02-10,390.44,Cancelled,Overnight
470,5810,2022-05-21,498.52,Delivered,Standard
471,6722,2021-11-19,247.35,Shipped,Overnight
472,371,2020-05-07,204.19,Cancelled,Overnight
473,6055,2020-04-15,285.2,Delivered,Overnight
474,98,2023-12-10,99.09,Pending,Overnight
475,5607,2020-12-17,486.22,Shipped,Standard
476,8157,2023-11-07,422.4,Cancelled,Overnight
477,9688,2023-10-04,74.24,Pending,Overnight
478,2456,2022-04-13,473.64,Delivered,Standard
479,3447,2020-11-09,472.55,Cancelled,Overnight
480,9598,2022-09-27,171.85,Cancelled,Standard
481,4812,2023-10-15,317.19,Pending,Standard
482,7828,2023-09-06,73.16,Pending,Overnight
483,2692,2021-01-18,60.41,Shipped,Express
484,973,2022-09-28,260.86,Pending,Standard
485,9705,2020-01-17,43.85,Cancelled,Standard
486,7807,2023-10-25,439.95,Cancelled,Express
487,2924,2022-12-25,465.49,Delivered,Express
488,5002,2022-06-04,52.31,Shipped,Overnight
489,809,2023-02-10,42.7,Delivered,Express
490,7477,2023-12-10,126.28,Cancelled,Standard
491,5964,2020-03-11,466.38,Delivered,Express
492,5936,2022-12-20,389.13,Pending,Standard
493,4231,2021-03-19,344.72,Delivered,Overnight
494,328,2022-08-26,392.65,Cancelled,Express
495,683,2023-08-30,115.75,Pending,Express
496,124,2021-04-27,143.16,Cancelled,Overnight
497,754,2023-06-21,172.46,Shipped,Overnight
498,8115,2021-05-31,310.43,Shipped,Express
499,1607,2023-10-25,311.95,Pending,Express
500,6526,2020-11-12,120.13,Shipped,Express
501,3579,2022-11-10,229.63,Shipped,Express
502,4667,2021-11-28,351.21,Shipped,Standard
503,7209,2021-12-21,168.62,Shipped,Express
504,9661,2020-08-18,56.23,Cancelled,Standard
505,2846,2022-05-13,114.75,Pending,Overnight
506,2939,2023-01-06,99.07,Pending,Standard
507,6320,2021-07-16,323.33,Cancelled,Overnight
508,2428,2022-02-07,52.9,Delivered,Express
509,8357,2022-03-18,444.68,Delivered,Overnight
510,9702,2021-06-13,60.51,Shipped,Overnight
511,8157,2020-10-16,307.0,Pending,Standard
512,6908,2023-05-26,466.18,Pending,Overnight
513,7733,2020-04-09,49.96,Pending,Express
514,5887,2020-05-28,203.89,Delivered,Express
515,9393,2023-11-09,177.41,Shipped,Overnight
516,5169,2023-03-24,185.22,Pending,Overnight
517,3282,2021-01-29,308.15,Delivered,Express
518,8811,2021-01-10,145.81,Cancelled,Express
519,2713,2020-04-11,33.12,Pending,Express
520,4955,2022-02-20,481.89,Cancelled,Standard
521,3724,2020-04-01,379.41,Pending,Standard
522,1687,2021-02-14,84.86,Delivered,Express
523,7441,2021-02-09,238.48,Delivered,Express
524,1607,2020-01-21,50.11,Pending,Standard
525,9546,2021-09-23,33.37,Shipped,Express
526,4240,2023-12-02,42.81,Shipped,Express
527,8811,2020-01-19,382.77,Delivered,Standard
528,5104,2020-06-01,233.56,Cancelled,Standard
529,8546,2020-10-27,425.31,Cancelled,Standard
530,281,2021-02-16,166.5,Pending,Express
531,4933,2020-07-20,392.15,Cancelled,Express
532,3551,2020-05-18,57.41,Cancelled,Express
533,1960,2020-01-24,324.85,Cancelled,Express
534,390,2020-01-12,193.09,Delivered,Standard
535,5184,2020-05-14,152.83,Pending,Overnight
536,3868,2022-07-24,411.25,Pending,Express
537,4361,2020-03-21,44.92,Pending,Express
538,2054,2023-10-10,475.78,Delivered,Express
539,5009,2022-12-29,397.06,Delivered,Standard
540,8360,2023-05-12,190.69,Delivered,Overnight
541,6317,2021-08-13,495.84,Delivered,Express
542,2167,2022-09-18,117.19,Shipped,Standard
543,8107,2023-07-26,213.16,Cancelled,Express
544,6273,2021-12-11,444.74,Pending,Express
545,187,2023-11-03,498.47,Delivered,Express
546,5183,2023-08-10,134.77,Pending,Overnight
547,9490,2023-12-09,376.69,Shipped,Standard
548,2646,2022-03-07,166.75,Delivered,Overnight
549,1217,2023-12-22,387.91,Shipped,Standard
550,4628,2023-03-25,80.14,Delivered,Standard
551,1206,2021-12-31,181.36,Pending,Express
552,6704,2020-10-03,56.0,Cancelled,Express
553,228,2023-07-12,256.11,Shipped,Overnight
554,2614,2020-02-18,356.72,Cancelled,Standard
555,2137,2021-09-01,201.74,Shipped,Overnight
556,7312,2020-10-19,315.06,Delivered,Express
557,6959,2022-11-10,293.16,Cancelled,Overnight
558,250,2021-04-16,161.41,Pending,Express
559,2273,2023-03-07,253.65,Pending,Overnight
