ProductID,ProductName,Category,Price,Stock,Supplier
73,Product_73,Clothing,934.14,143,SupplierB
74,Product_74,Clothing,92.85,474,SupplierC
75,Product_75,Toys,61.01,283,SupplierA
76,Product_76,Electronics,862.62,205,SupplierC
77,Product_77,Home,841.9,35,SupplierC
78,Product_78,Home,402.28,393,SupplierB
79,Product_79,Clothing,975.64,174,SupplierA
80,Product_80,Books,975.71,181,SupplierA
81,Product_81,Books,133.73,392,SupplierC
82,Product_82,Clothing,484.68,219,SupplierB
83,Product_83,Toys,62.83,269,SupplierA
84,Product_84,Electronics,364.18,381,SupplierC
85,Product_85,Home,80.95,447,SupplierB
86,Product_86,Clothing,169.18,82,SupplierC
87,Product_87,Books,893.75,56,SupplierA
88,Product_88,Electronics,845.89,76,SupplierB
89,Product_89,Home,859.35,378,SupplierA
90,Product_90,Toys,42.33,439,SupplierC
91,Product_91,Clothing,573.5,178,SupplierA
92,Product_92,Electronics,776.34,438,SupplierB
93,Product_93,Home,694.74,356,SupplierA
94,Product_94,Toys,505.6,294,SupplierA
95,Product_95,Books,130.52,307,SupplierB
96,Product_96,Electronics,776.22,318,SupplierC
97,Product_97,Clothing,890.99,316,SupplierB
98,Product_98,Home,275.7,322,SupplierC
99,Product_99,Books,544.2,326,SupplierC
100,Product_100,Books,495.51,27,SupplierA
101,Product_101,Home,735.83,13,SupplierB
102,Product_102,Home,926.79,245,SupplierC
103,Product_103,Home,458.58,164,SupplierC
104,Product_104,Electronics,467.87,111,SupplierC
105,Product_105,Clothing,233.83,179,SupplierA
106,Product_106,Books,187.45,21,SupplierB
107,Product_107,Toys,48.21,222,SupplierA
108,Product_108,Home,819.41,256,SupplierC
109,Product_109,Clothing,408.36,238,SupplierC
110,Product_110,Toys,82.5,203,SupplierB
111,Product_111,Electronics,555.63,471,SupplierB
112,Product_112,Books,342.0,221,SupplierB
113,Product_113,Clothing,971.75,53,SupplierC
114,Product_114,Clothing,453.32,173,SupplierC
115,Product_115,Books,111.76,111,SupplierC
116,Product_116,Books,641.86,474,SupplierB
117,Product_117,Home,795.5,463,SupplierA
118,Product_118,Books,585.5,84,SupplierA
119,Product_119,Clothing,777.07,247,SupplierC
120,Product_120,Home,306.71,67,SupplierC
121,Product_121,Books,535.96,126,SupplierA
122,Product_122,Toys,828.75,193,SupplierA
123,Product_123,Toys,84.42,468,SupplierC
124,Product_124,Books,266.84,134,SupplierB
125,Product_125,Clothing,630.62,100,SupplierC
126,Product_126,Home,510.98,70,SupplierB
127,Product_127,Home,771.93,65,SupplierA
128,Product_128,Home,186.37,203,SupplierA
129,Product_129,Electronics,848.86,384,SupplierA
130,Product_130,Books,622.37,130,SupplierA
131,Product_131,Electronics,211.28,0,SupplierC
132,Product_132,Electronics,65.94,34,SupplierA
133,Product_133,Toys,982.14,271,SupplierB
134,Product_134,Home,449.53,498,SupplierB
135,Product_135,Electronics,274.91,135,SupplierC
136,Product_136,Clothing,188.49,148,SupplierA
137,Product_137,Books,251.76,498,SupplierA
138,Product_138,Clothing,494.84,260,SupplierB
139,Product_139,Home,854.38,311,SupplierA
140,Product_140,Toys,216.4,286,SupplierB
141,Product_141,Clothing,374.51,250,SupplierB
142,Product_142,Clothing,799.31,89,SupplierC
143,Product_143,Electronics,667.75,256,SupplierC
144,Product_144,Clothing,38.42,214,SupplierC
145,Product_145,Toys,257.8,396,SupplierA
146,Product_146,Clothing,136.13,31,SupplierA
147,Product_147,Clothing,50.88,452,SupplierA
148,Product_148,Home,947.72,83,SupplierA
149,Product_149,Toys,624.78,306,SupplierC
150,Product_150,Clothing,546.36,91,SupplierB
151,Product_151,Home,861.48,390,SupplierB
152,Product_152,Books,595.56,379,SupplierC
153,Product_153,Clothing,581.91,57,SupplierB
154,Product_154,Clothing,209.88,460,SupplierC
155,Product_155,Home,624.18,287,SupplierA
156,Product_156,Home,671.32,493,SupplierC
157,Product_157,Home,882.56,17,SupplierC
158,Product_158,Clothing,431.09,173,SupplierA
159,Product_159,Electronics,211.89,364,SupplierA
160,Product_160,Electronics,573.58,7,SupplierA
161,Product_161,Home,972.83,220,SupplierB
162,Product_162,Electronics,84.55,339,SupplierC
163,Product_163,Books,13.44,281,SupplierB
164,Product_164,Electronics,45.55,17,SupplierB
165,Product_165,Electronics,833.03,301,SupplierC
166,Product_166,Clothing,11.11,380,SupplierB
167,Product_167,Electronics,229.34,129,SupplierB
168,Product_168,Home,981.72,490,SupplierA
169,Product_169,Clothing,748.37,430,SupplierA
170,Product_170,Electronics,226.61,489,SupplierA
171,Product_171,Books,229.68,48,SupplierB
172,Product_172,Clothing,463.76,441,SupplierB
173,Product_173,Clothing,85.22,343,SupplierA
174,Product_174,Clothing,656.53,234,SupplierC
175,Product_175,Electronics,501.64,263,SupplierA
176,Product_176,Home,425.07,277,SupplierC
177,Product_177,Toys,495.38,97,SupplierC
178,Product_178,Toys,279.14,479,SupplierB
179,Product_179,Toys,221.41,98,SupplierA
180,Product_180,Electronics,77.86,408,SupplierC
181,Product_181,Books,629.23,198,SupplierB
182,Product_182,Clothing,499.13,77,SupplierB
183,Product_183,Clothing,713.95,427,SupplierB
184,Product_184,Home,895.44,156,SupplierA
185,Product_185,Clothing,993.11,484,SupplierB
186,Product_186,Home,235.17,484,SupplierB
187,Product_187,Electronics,176.27,6,SupplierC
188,Product_188,Toys,912.99,480,SupplierC
189,Product_189,Home,407.57,383,SupplierC
190,Product_190,Home,805.4,464,SupplierC
191,Product_191,Clothing,143.98,210,SupplierA
192,Product_192,Electronics,301.89,280,SupplierB
193,Product_193,Toys,20.96,7,SupplierC
194,Product_194,Electronics,989.98,459,SupplierA
195,Product_195,Toys,15.59,386,SupplierC
196,Product_196,Books,179.93,286,SupplierA
197,Product_197,Electronics,561.94,235,SupplierB
198,Product_198,Books,851.87,455,SupplierB
199,Product_199,Toys,796.13,67,SupplierC
200,Product_200,Home,260.63,287,SupplierB
201,Product_201,Books,881.44,134,SupplierB
202,Product_202,Toys,78.93,141,SupplierC
203,Product_203,Toys,338.52,417,SupplierC
204,Product_204,Books,270.4,196,SupplierA
205,Product_205,Electronics,659.3,11,SupplierA
206,Product_206,Home,47.88,36,SupplierA
207,Product_207,Toys,855.81,282,SupplierB
208,Product_208,Electronics,961.75,84,SupplierA
209,Product_209,Toys,243.9,376,SupplierB
210,Product_210,Toys,902.95,76,SupplierA
211,Product_211,Toys,907.18,88,SupplierB
212,Product_212,Electronics,630.11,33,SupplierA
213,Product_213,Clothing,511.92,297,SupplierB
214,Product_214,Home,776.94,319,SupplierC
215,Product_215,Home,522.86,235,SupplierB
216,Product_216,Clothing,746.83,47,SupplierC
217,Product_217,Toys,101.87,16,SupplierC
218,Product_218,Clothing,292.34,148,SupplierB
219,Product_219,Books,400.39,270,SupplierB
220,Product_220,Books,213.0,25,SupplierC
221,Product_221,Electronics,238.08,416,SupplierA
222,Product_222,Electronics,764.06,98,SupplierC
223,Product_223,Books,181.83,345,SupplierA
224,Product_224,Clothing,121.02,139,SupplierC
225,Product_225,Electronics,287.57,21,SupplierC
226,Product_226,Clothing,168.45,457,SupplierC
227,Product_227,Electronics,211.07,456,SupplierB
228,Product_228,Home,785.14,227,SupplierB
229,Product_229,Clothing,446.65,353,SupplierB
230,Product_230,Books,439.75,212,SupplierC
231,Product_231,Books,529.61,352,SupplierC
232,Product_232,Electronics,98.22,73,SupplierB
233,Product_233,Clothing,987.31,428,SupplierB
234,Product_234,Toys,848.65,390,SupplierB
235,Product_235,Books,299.83,250,SupplierB
236,Product_236,Books,66.18,190,SupplierC
237,Product_237,Clothing,621.15,27,SupplierA
238,Product_238,Clothing,596.19,465,SupplierB
239,Product_239,Electronics,316.84,462,SupplierC
240,Product_240,Toys,347.19,295,SupplierA
241,Product_241,Books,530.51,93,SupplierB
242,Product_242,Clothing,880.39,472,SupplierC
243,Product_243,Books,118.12,444,SupplierB
244,Product_244,Toys,514.72,305,SupplierC
245,Product_245,Home,442.63,369,SupplierC
246,Product_246,Home,471.73,364,SupplierC
247,Product_247,Toys,910.66,93,SupplierA
248,Product_248,Clothing,548.9,463,SupplierA
249,Product_249,Home,697.98,265,SupplierB
250,Product_250,Clothing,913.54,280,SupplierB
251,Product_251,Electronics,309.38,395,SupplierB
252,Product_252,Books,365.11,487,SupplierB
253,Product_253,Electronics,234.31,374,SupplierC
254,Product_254,Home,655.34,0,SupplierC
255,Product_255,Home,261.25,72,SupplierA
256,Product_256,Clothing,242.33,211,SupplierC
257,Product_257,Home,986.88,293,SupplierB
258,Product_258,Clothing,700.37,81,SupplierC
259,Product_259,Toys,816.23,220,SupplierA
260,Product_260,Home,969.12,164,SupplierC
261,Product_261,Toys,971.35,442,SupplierA
262,Product_262,Toys,339.77,368,SupplierA
263,Product_263,Books,523.57,395,SupplierC
264,Product_264,Clothing,924.17,420,SupplierA
265,Product_265,Toys,35.38,95,SupplierC
266,Product_266,Books,917.02,11,SupplierA
267,Product_267,Home,859.42,55,SupplierC
268,Product_268,Home,473.31,356,SupplierA
269,Product_269,Toys,521.75,422,SupplierB
270,Product_270,Home,57.19,203,SupplierB
271,Product_271,Clothing,560.22,439,SupplierC
272,Product_272,Home,131.88,480,SupplierA
273,Product_273,Electronics,271.29,311,SupplierA
274,Product_274,Home,806.0,106,SupplierB
275,Product_275,Toys,509.63,415,SupplierB
276,Product_276,Books,754.37,32,SupplierC
277,Product_277,Clothing,932.48,407,SupplierA
278,Product_278,Clothing,179.45,158,SupplierA
279,Product_279,Books,266.92,189,SupplierC
280,Product_280,Clothing,591.12,494,SupplierA
281,Product_281,Toys,950.09,477,SupplierB
282,Product_282,Toys,781.51,473,SupplierA
283,Product_283,Books,642.92,1,SupplierA
284,Product_284,Toys,682.38,51,SupplierA
285,Product_285,Electronics,438.3,80,SupplierA
286,Product_286,Toys,409.69,128,SupplierB
287,Product_287,Clothing,986.97,307,SupplierA
288,Product_288,Books,857.82,350,SupplierC
289,Product_289,Electronics,763.29,379,SupplierA
290,Product_290,Toys,722.52,92,SupplierC
291,Product_291,Electronics,571.44,458,SupplierC
292,Product_292,Home,335.81,492,SupplierC
293,Product_293,Home,438.52,131,SupplierA
294,Product_294,Electronics,68.27,355,SupplierB
295,Product_295,Home,98.42,7,SupplierC
296,Product_296,Home,390.62,355,SupplierC
297,Product_297,Home,124.55,430,SupplierA
298,Product_298,Books,404.1,148,SupplierB
299,Product_299,Books,221.28,330,SupplierB
300,Product_300,Home,356.53,395,SupplierC
301,Product_301,Clothing,385.45,217,SupplierA
302,Product_302,Home,796.37,346,SupplierA
303,Product_303,Home,688.77,289,SupplierA
304,Product_304,Home,816.75,201,SupplierC
305,Product_305,Clothing,371.24,249,SupplierC
306,Product_306,Clothing,827.58,456,SupplierA
307,Product_307,Home,950.16,358,SupplierC
308,Product_308,Toys,284.66,332,SupplierB
309,Product_309,Electronics,721.51,203,SupplierA
310,Product_310,Books,66.99,80,SupplierA
311,Product_311,Electronics,525.84,67,SupplierA
312,Product_312,Books,164.78,63,SupplierB
313,Product_313,Electronics,834.63,102,SupplierA
314,Product_314,Clothing,420.14,27,SupplierB
315,Product_315,Home,608.26,296,SupplierA
316,Product_316,Books,586.36,83,SupplierA
317,Product_317,Home,113.24,454,SupplierC
318,Product_318,Home,109.14,71,SupplierC
319,Product_319,Clothing,575.81,482,SupplierC
320,Product_320,Books,321.83,476,SupplierB
321,Product_321,Toys,120.3,302,SupplierB
322,Product_322,Clothing,316.9,270,SupplierB
323,Product_323,Home,198.74,350,SupplierB
324,Product_324,Books,49.27,203,SupplierA
325,Product_325,Clothing,386.04,148,SupplierB
326,Product_326,Clothing,683.94,47,SupplierB
327,Product_327,Toys,122.11,463,SupplierC
328,Product_328,Electronics,589.28,166,SupplierC
329,Product_329,Books,160.13,287,SupplierC
330,Product_330,Books,77.7,5,SupplierC
331,Product_331,Books,101.3,343,SupplierB
332,Product_332,Books,217.71,351,SupplierB
333,Product_333,Electronics,470.95,401,SupplierB
334,Product_334,Clothing,450.05,183,SupplierC
335,Product_335,Clothing,481.69,363,SupplierA
336,Product_336,Electronics,382.12,457,SupplierA
337,Product_337,Clothing,881.38,220,SupplierC
338,Product_338,Electronics,885.74,8,SupplierA
339,Product_339,Electronics,661.33,396,SupplierC
340,Product_340,Clothing,330.81,242,SupplierA
341,Product_341,Clothing,193.17,26,SupplierC
342,Product_342,Electronics,700.75,100,SupplierC
343,Product_343,Toys,996.57,135,SupplierA
344,Product_344,Home,821.14,180,SupplierA
345,Product_345,Books,334.51,65,SupplierA
346,Product_346,Electronics,199.91,233,SupplierB
347,Product_347,Clothing,819.47,3,SupplierB
348,Product_348,Electronics,408.22,457,SupplierC
349,Product_349,Clothing,589.12,269,SupplierB
350,Product_350,Electronics,52.08,24,SupplierB
351,Product_351,Clothing,808.32,168,SupplierA
352,Product_352,Toys,210.24,461,SupplierA
353,Product_353,Home,765.88,201,SupplierB
354,Product_354,Clothing,663.7,199,SupplierC
355,Product_355,Toys,418.37,133,SupplierB
356,Product_356,Home,538.18,260,SupplierA
357,Product_357,Clothing,542.25,404,SupplierC
358,Product_358,Books,233.0,176,SupplierC
359,Product_359,Electronics,137.95,406,SupplierB
360,Product_360,Electronics,811.98,36,SupplierB
361,Product_361,Electronics,693.19,82,SupplierB
362,Product_362,Clothing,625.15,308,SupplierA
363,Product_363,Books,285.58,176,SupplierC
364,Product_364,Books,408.08,211,SupplierC
365,Product_365,Books,155.79,126,SupplierC
366,Product_366,Home,756.87,137,SupplierB
367,Product_367,Clothing,24.91,209,SupplierA
368,Product_368,Toys,12.85,403,SupplierC
369,Product_369,Home,525.75,431,SupplierB
370,Product_370,Clothing,350.79,266,SupplierC
371,Product_371,Books,152.41,78,SupplierA
372,Product_372,Clothing,725.81,95,SupplierB
373,Product_373,Books,932.75,138,SupplierC
374,Product_374,Toys,287.87,243,SupplierC
375,Product_375,Books,606.63,220,SupplierA
376,Product_376,Home,747.41,487,SupplierA
377,Product_377,Clothing,619.65,294,SupplierA
378,Product_378,Electronics,389.14,384,SupplierB
379,Product_379,Books,560.07,63,SupplierA
380,Product_380,Books,727.35,46,SupplierA
381,Product_381,Electronics,943.76,346,SupplierC
382,Product_382,Home,774.62,482,SupplierA
383,Product_383,Toys,321.92,135,SupplierC
384,Product_384,Toys,675.11,75,SupplierA
385,Product_385,Home,917.06,125,SupplierB
386,Product_386,Clothing,523.79,347,SupplierC
387,Product_387,Toys,104.63,303,SupplierA
388,Product_388,Home,644.76,466,SupplierC
389,Product_389,Books,608.92,476,SupplierC
390,Product_390,Electronics,143.09,105,SupplierB
391,Product_391,Clothing,247.17,361,SupplierC
392,Product_392,Clothing,675.2,465,SupplierC
393,Product_393,Books,973.92,381,SupplierA
394,Product_394,Toys,182.04,225,SupplierA
395,Product_395,Clothing,617.94,114,SupplierB
396,Product_396,Electronics,479.11,402,SupplierB
397,Product_397,Books,346.28,87,SupplierB
398,Product_398,Clothing,915.06,225,SupplierA
399,Product_399,Books,937.87,479,SupplierC
400,Product_400,Toys,171.69,321,SupplierA
401,Product_401,Home,709.25,63,SupplierC
402,Product_402,Books,776.31,351,SupplierB
403,Product_403,Toys,924.03,327,SupplierC
404,Product_404,Clothing,82.41,108,SupplierA
405,Product_405,Clothing,932.6,380,SupplierB
406,Product_406,Toys,253.89,445,SupplierA
407,Product_407,Clothing,859.63,436,SupplierC
408,Product_408,Clothing,829.92,200,SupplierC
409,Product_409,Clothing,795.67,406,SupplierB
410,Product_410,Toys,300.82,374,SupplierA
411,Product_411,Toys,762.13,284,SupplierA
412,Product_412,Books,269.2,70,SupplierB
413,Product_413,Electronics,316.66,388,SupplierC
414,Product_414,Home,818.99,295,SupplierC
415,Product_415,Clothing,588.48,159,SupplierB
416,Product_416,Electronics,308.36,359,SupplierC
417,Product_417,Electronics,702.57,258,SupplierB
418,Product_418,Toys,859.04,9,SupplierA
419,Product_419,Toys,562.01,445,SupplierC
420,Product_420,Electronics,226.51,167,SupplierB
421,Product_421,Toys,583.95,116,SupplierB
422,Product_422,Books,589.73,348,SupplierC
423,Product_423,Books,634.59,428,SupplierB
424,Product_424,Home,782.97,82,SupplierB
425,Product_425,Home,981.01,344,SupplierB
426,Product_426,Home,118.83,467,SupplierA
427,Product_427,Clothing,199.71,238,SupplierB
428,Product_428,Books,816.81,485,SupplierB
429,Product_429,Clothing,533.65,173,SupplierA
430,Product_430,Books,748.17,329,SupplierC
431,Product_431,Electronics,421.84,178,SupplierB
432,Product_432,Clothing,840.47,138,SupplierB
433,Product_433,Home,426.96,205,SupplierA
434,Product_434,Books,947.22,178,SupplierB
435,Product_435,Home,397.13,478,SupplierA
436,Product_436,Toys,288.58,388,SupplierA
437,Product_437,Books,111.01,106,SupplierA
438,Product_438,Books,850.02,411,SupplierC
439,Product_439,Home,949.87,466,SupplierC
440,Product_440,Home,895.35,32,SupplierA
441,Product_441,Home,762.35,129,SupplierA
442,Product_442,Books,437.96,117,SupplierC
443,Product_443,Electronics,314.92,92,SupplierC
444,Product_444,Toys,291.72,81,SupplierB
445,Product_445,Home,761.97,109,SupplierB
446,Product_446,Electronics,351.42,9,SupplierA
447,Product_447,Home,787.27,183,SupplierC
448,Product_448,Books,982.46,229,SupplierC
449,Product_449,Electronics,196.96,398,SupplierB
450,Product_450,Books,122.97,213,SupplierA
451,Product_451,Clothing,128.26,26,SupplierC
452,Product_452,Home,68.41,410,SupplierC
453,Product_453,Toys,694.02,469,SupplierC
454,Product_454,Electronics,597.05,148,SupplierA
455,Product_455,Clothing,568.83,414,SupplierA
456,Product_456,Home,585.79,188,SupplierC
457,Product_457,Clothing,78.84,127,SupplierA
458,Product_458,Electronics,298.34,481,SupplierB
459,Product_459,Toys,273.19,453,SupplierB
460,Product_460,Electronics,484.24,268,SupplierB
461,Product_461,Toys,880.21,423,SupplierA
462,Product_462,Books,972.44,14,SupplierB
463,Product_463,Home,615.93,218,SupplierC
464,Product_464,Clothing,254.33,379,SupplierC
465,Product_465,Books,386.88,442,SupplierA
466,Product_466,Home,332.16,222,SupplierB
467,Product_467,Clothing,212.03,367,SupplierA
468,Product_468,Books,978.72,425,SupplierA
469,Product_469,Home,140.24,150,SupplierA
470,Product_470,Home,570.76,319,SupplierC
471,Product_471,Books,800.69,365,SupplierA
472,Product_472,Electronics,940.18,98,SupplierC
473,Product_473,Toys,208.94,309,SupplierA
474,Product_474,Toys,200.35,7,SupplierB
475,Product_475,Electronics,502.23,96,SupplierC
476,Product_476,Home,390.5,155,SupplierA
477,Product_477,Clothing,256.84,70,SupplierB
478,Product_478,Electronics,103.45,483,SupplierA
479,Product_479,Home,371.0,490,SupplierB
480,Product_480,Books,288.75,396,SupplierC
481,Product_481,Books,180.3,169,SupplierC
482,Product_482,Home,374.48,158,SupplierA
483,Product_483,Books,90.82,12,SupplierA
484,Product_484,Toys,917.94,290,SupplierA
485,Product_485,Electronics,603.01,119,SupplierB
486,Product_486,Toys,484.45,305,SupplierC
487,Product_487,Home,138.37,326,SupplierA
488,Product_488,Electronics,779.67,405,SupplierB
489,Product_489,Books,84.65,423,SupplierB
490,Product_490,Electronics,985.24,435,SupplierC
491,Product_491,Electronics,844.31,481,SupplierC
492,Product_492,Books,476.26,136,SupplierA
493,Product_493,Clothing,675.09,415,SupplierC
494,Product_494,Books,98.03,482,SupplierA
495,Product_495,Toys,493.65,2,SupplierC
496,Product_496,Clothing,821.37,191,SupplierB
497,Product_497,Toys,87.41,20,SupplierC
498,Product_498,Home,224.87,381,SupplierB
499,Product_499,Toys,779.53,248,SupplierB
500,Product_500,Electronics,463.83,76,SupplierB
501,Product_501,Home,668.31,352,SupplierA
502,Product_502,Clothing,819.96,419,SupplierB
503,Product_503,Toys,154.0,265,SupplierA
504,Product_504,Home,473.87,227,SupplierB
505,Product_505,Toys,566.97,401,SupplierB
506,Product_506,Electronics,618.84,222,SupplierA
507,Product_507,Electronics,849.29,236,SupplierC
508,Product_508,Clothing,481.6,487,SupplierA
509,Product_509,Books,324.06,256,SupplierB
510,Product_510,Books,804.37,414,SupplierA
511,Product_511,Electronics,897.91,409,SupplierA
512,Product_512,Home,365.09,463,SupplierC
513,Product_513,Clothing,729.08,37,SupplierA
514,Product_514,Toys,219.79,182,SupplierC
515,Product_515,Toys,99.18,75,SupplierA
516,Product_516,Home,382.77,495,SupplierA
517,Product_517,Books,412.89,426,SupplierC
518,Product_518,Electronics,122.87,42,SupplierC
519,Product_519,Electronics,111.24,50,SupplierA
520,Product_520,Clothing,709.16,92,SupplierC
521,Product_521,Electronics,721.63,443,SupplierA
522,Product_522,Books,81.77,313,SupplierA
523,Product_523,Books,511.69,59,SupplierC
524,Product_524,Home,564.08,203,SupplierB
525,Product_525,Clothing,503.61,4,SupplierB
526,Product_526,Clothing,979.4,41,SupplierB
527,Product_527,Electronics,463.14,257,SupplierB
528,Product_528,Toys,549.82,443,SupplierC
529,Product_529,Clothing,317.07,395,SupplierA
530,Product_530,Electronics,259.75,397,SupplierB
531,Product_531,Toys,820.76,46,SupplierA
532,Product_532,Electronics,928.65,53,SupplierC
533,Product_533,Home,328.53,477,SupplierC
534,Product_534,Clothing,849.24,34,SupplierB
535,Product_535,Electronics,427.52,46,SupplierA
536,Product_536,Home,529.27,379,SupplierC
537,Product_537,Electronics,186.35,16,SupplierB
538,Product_538,Books,588.58,386,SupplierA
539,Product_539,Electronics,953.13,72,SupplierB
540,Product_540,Books,60.05,443,SupplierA
541,Product_541,Clothing,268.67,454,SupplierA
542,Product_542,Electronics,697.44,319,SupplierA
543,Product_543,Home,276.01,339,SupplierC
544,Product_544,Clothing,374.29,444,SupplierB
545,Product_545,Clothing,297.19,331,SupplierA
546,Product_546,Books,967.79,6,SupplierA
547,Product_547,Clothing,492.25,476,SupplierB
548,Product_548,Electronics,142.51,373,SupplierC
549,Product_549,Electronics,131.07,317,SupplierB
550,Product_550,Books,317.24,412,SupplierA
551,Product_551,Electronics,406.98,121,SupplierA
552,Product_552,Books,295.98,380,SupplierB
553,Product_553,Toys,555.04,17,SupplierB
554,Product_554,Books,873.08,257,SupplierC
555,Product_555,Home,790.29,175,SupplierA
556,Product_556,Home,583.2,10,SupplierA
557,Product_557,Electronics,727.01,281,SupplierB
558,Product_558,Toys,665.8,125,SupplierB
559,Product_559,Home,75.3,474,SupplierA
560,Product_560,Home,638.35,146,SupplierA
561,Product_561,Home,873.35,442,SupplierC
562,Product_562,Electronics,831.73,229,SupplierA
563,Product_563,Clothing,475.35,83,SupplierA
564,Product_564,Clothing,332.64,343,SupplierB
565,Product_565,Clothing,384.05,486,SupplierC
566,Product_566,Electronics,570.14,396,SupplierA
567,Product_567,Clothing,415.52,5,SupplierB
568,Product_568,Books,354.99,39,SupplierA
569,Product_569,Electronics,127.43,164,SupplierA
570,Product_570,Electronics,115.1,120,SupplierC
571,Product_571,Toys,39.08,64,SupplierA
572,Product_572,Home,993.95,307,SupplierB
573,Product_573,Toys,369.03,257,SupplierA
574,Product_574,Clothing,81.94,229,SupplierB
575,Product_575,Electronics,571.97,40,SupplierA
576,Product_576,Electronics,678.3,317,SupplierB
577,Product_577,Clothing,683.97,29,SupplierB
578,Product_578,Home,969.72,87,SupplierA
579,Product_579,Toys,221.1,232,SupplierB
580,Product_580,Home,895.78,293,SupplierB
581,Product_581,Clothing,907.12,218,SupplierA
582,Product_582,Toys,463.19,285,SupplierA
583,Product_583,Toys,953.27,125,SupplierA
584,Product_584,Home,209.74,136,SupplierC
585,Product_585,Home,346.11,100,SupplierB
586,Product_586,Electronics,761.8,271,SupplierB
587,Product_587,Electronics,945.65,418,SupplierC
588,Product_588,Home,87.13,347,SupplierC
589,Product_589,Clothing,676.0,331,SupplierB
590,Product_590,Home,943.74,331,SupplierA
591,Product_591,Electronics,111.92,50,SupplierC
592,Product_592,Toys,191.24,8,SupplierC
593,Product_593,Clothing,680.51,412,SupplierA
594,Product_594,Electronics,635.82,370,SupplierA
595,Product_595,Clothing,305.45,178,SupplierB
596,Product_596,Clothing,937.19,212,SupplierA
597,Product_597,Toys,392.75,144,SupplierC
598,Product_598,Electronics,347.95,160,SupplierB
599,Product_599,Home,842.84,289,SupplierB
600,Product_600,Clothing,566.05,89,SupplierB
601,Product_601,Clothing,447.62,401,SupplierA
602,Product_602,Toys,549.3,353,SupplierA
603,Product_603,Electronics,719.76,101,SupplierA
604,Product_604,Clothing,92.56,88,SupplierA
605,Product_605,Clothing,340.32,435,SupplierC
